Codigo;Municipio;Dengue 2018;Dengue 2019;Total
521470;Nova América;-;4;4
521480;Nova Aurora;7;21;28
521483;Nova Crixás;37;19;56
521486;Nova Glória;7;18;25
521487;Nova Iguaçu de Goiás;7;44;51
521490;Nova Roma;1;5;6
521500;Nova Veneza;267;61;328
521520;Novo Brasil;48;9;57
521523;Novo Gama;30;430;460
521525;Novo Planalto;3;-;3
521530;Orizona;11;37;48
521540;Ouro Verde de Goiás;2;10;12
521550;Ouvidor;44;283;327
521560;Padre Bernardo;126;408;534
521565;Palestina de Goiás;35;55;90
521570;Palmeiras de Goiás;53;345;398
521580;Palmelo;2;95;97
521590;Palminópolis;4;106;110
521600;Panamá;17;54;71
521630;Paranaiguara;412;206;618
521640;Paraúna;29;50;79
521645;Perolândia;14;170;184
521680;Petrolina de Goiás;83;29;112
521690;Pilar de Goiás;8;14;22
521710;Piracanjuba;85;195;280
521720;Piranhas;119;73;192
521730;Pirenópolis;161;504;665
521740;Pires do Rio;545;724;1269
521760;Planaltina;17;481;498
521770;Pontalina;27;161;188
521800;Porangatu;862;78;940
521805;Porteirão;56;94;150
521810;Portelândia;68;123;191
521830;Posse;1391;2132;3523
521839;Professor Jamil;20;5;25
521850;Quirinópolis;646;93;739
521860;Rialma;25;226;251
521870;Rianápolis;6;76;82
521878;Rio Quente;14;41;55
521880;Rio Verde;2561;1895;4456
521890;Rubiataba;88;276;364
521900;Sanclerlândia;35;61;96
521910;Santa Bárbara de Goiás;150;64;214
521920;Santa Cruz de Goiás;-;7;7
521925;Santa Fé de Goiás;56;83;139
521930;Santa Helena de Goiás;212;372;584
521935;Santa Isabel;7;7;14
521940;Santa Rita do Araguaia;34;81;115
521945;Santa Rita do Novo Destino;9;4;13
521950;Santa Rosa de Goiás;17;32;49
521960;Santa Tereza de Goiás;18;27;45
521970;Santa Terezinha de Goiás;220;89;309
521971;Santo Antônio da Barra;41;40;81
521973;Santo Antônio de Goiás;65;151;216
521975;Santo Antônio do Descoberto;158;983;1141
521980;São Domingos;6;35;41
521990;São Francisco de Goiás;10;11;21
522000;São João d'Aliança;1;345;346
522005;São João da Paraúna;5;45;50
522010;São Luís de Montes Belos;216;599;815
522015;São Luíz do Norte;20;16;36
522020;São Miguel do Araguaia;179;184;363
522026;São Miguel do Passa Quatro;5;28;33
522028;São Patrício;1;26;27
522040;São Simão;1438;183;1621
522045;Senador Canedo;3925;951;4876
522050;Serranópolis;42;133;175
522060;Silvânia;26;152;178
522068;Simolândia;16;34;50
522070;Sítio d'Abadia;1;4;5
522100;Taquaral de Goiás;1;5;6
522108;Teresina de Goiás;-;2;2
522119;Terezópolis de Goiás;29;15;44
522130;Três Ranchos;23;87;110
522140;Trindade;2688;797;3485
522145;Trombas;16;22;38
522150;Turvânia;37;49;86
522155;Turvelândia;10;71;81
522157;Uirapuru;44;43;87
522160;Uruaçu;241;364;605
522170;Uruana;46;114;160
522180;Urutaí;5;29;34
522185;Valparaíso de Goiás;81;1480;1561
522190;Varjão;120;5;125
522200;Vianópolis;15;147;162
522205;Vicentinópolis;80;3;83
522220;Vila Boa;-;1;1
522230;Vila Propício;20;15;35
520000;Município ignorado - GO;-;-;-
530010;Brasília;2587;39196;41783
